vector_rank,a,eta,defect,ratio_sqrt,ratio_linear,rank,eig_cond,positivity_margin_phi1,trial,seed
2,0.003,0.004189341868750068,3.229157128779431e-32,4.989031855400564e-31,7.708029637941395e-30,3,1.3184756768656785,0.053913457857041824,12,20260605
2,0.001,0.001399798542705446,2.8022119592335027e-32,7.489765384035871e-31,2.0018680358228956e-29,3,1.3193046879526187,0.053913457857041824,12,20260605
2,0.1,0.1451737587924624,5.013815030262939e-32,1.3159041213802457e-31,3.4536648165393254e-31,3,3.5907820781933744,0.0007274405526767058,13,20260605
2,0.03,0.047546007657741356,1.0755574775497164e-31,4.932607920518568e-31,2.262140462543328e-30,3,3.6276312130608783,0.0007274405526767058,13,20260605
2,0.01,0.016230517919331784,8.11218159581872e-32,6.367536964529449e-31,4.998103964480698e-30,3,3.6368831341706884,0.0007274405526767058,13,20260605
2,0.003,0.0049092906328359,7.799948321151911e-32,1.1132234690762053e-30,1.588813721677381e-29,3,3.6400045258914386,0.0007274405526767058,13,20260605
2,0.001,0.001640253876401632,6.369263279256254e-32,1.5726557414893719e-30,3.8830960078137795e-29,3,3.6408856599675525,0.0007274405526767058,13,20260605
2,0.1,0.118505521861754,7.757009154080125e-32,2.2533310979928843e-31,6.5456942699508005e-31,3,2.1827551595483876,0.03524224145989341,14,20260605
2,0.03,0.03825032006535632,6.185319690555054e-32,3.162602533128022e-31,1.6170635121448713e-30,3,2.1553722243474978,0.03524224145989341,14,20260605
2,0.01,0.01300816252226512,7.306662989171744e-32,6.4063564528193265e-31,5.6169831647363436e-30,3,2.149552538280944,0.03524224145989341,14,20260605
2,0.003,0.0039295742318867805,6.536385481361359e-32,1.0427132878881462e-30,1.6633826200104436e-29,3,2.14768005361592,0.03524224145989341,14,20260605
2,0.001,0.001312442369585288,1.4924573304909995e-31,4.119664056164912e-30,1.1371602784833848e-28,3,2.147159630909796,0.03524224145989341,14,20260605
2,0.1,0.14609110860994395,3.97188687037833e-32,1.039166117222245e-31,2.7187738584304072e-31,3,1.7118757071032018,0.06145856429752661,15,20260605
2,0.03,0.048405557644434646,3.592069692826282e-32,1.6326652166535727e-31,7.420779488198448e-31,3,1.718238618593028,0.06145856429752661,15,20260605
2,0.01,0.016574474064924558,2.784210525297343e-32,2.1626298480369824e-31,1.6798183244857103e-30,3,1.7214262656936108,0.06145856429752661,15,20260605
2,0.003,0.0050185567800226805,7.703741857810246e-32,1.0874575195220276e-30,1.5350512498885048e-29,3,1.7226465016354686,0.06145856429752661,15,20260605
2,0.001,0.0016772563689949776,3.606220987090985e-32,8.805471416890701e-31,2.1500714224456066e-29,3,1.7230042162158046,0.06145856429752661,15,20260605
2,0.1,0.12634773106939895,2.808456789194262e-32,7.901035671625178e-32,2.2227995433108823e-31,3,1.6947773167316849,0.029172759542124838,16,20260605
2,0.03,0.040800928694732376,1.3915502129672168e-32,6.889121716409394e-32,3.410584654527419e-31,3,1.5869826291110463,0.029172759542124838,16,20260605
2,0.01,0.013886196652694383,1.5408191871482413e-32,1.3075551700245306e-31,1.1096049016771423e-30,3,1.5657620747625425,0.029172759542124838,16,20260605
