n,k,a,eta,defect,ratio_sqrt,ratio_linear,rank,eig_cond,trial,seed
3,2,0.003,0.003787032726514785,0.0008203407998062576,0.01333044915406778,0.21661835506798463,2,1.9716088221396713,104,20260602
3,2,0.003,0.0055491059309062864,0.0012577992521187228,0.016884951769085936,0.2266670104661883,2,2.044022505380575,105,20260602
3,2,0.003,0.002098319090993098,0.0009480974698416445,0.020697468085737847,0.45183665054151817,2,2.1946799098234475,106,20260602
3,2,0.003,0.003060153755079238,0.0012807400299386102,0.023152045103142095,0.41852146409729907,2,1.9378096355471432,107,20260602
3,2,0.003,0.0022948788716166037,0.0011163460209396465,0.023303381494592313,0.48645095597278654,2,2.348711221132203,108,20260602
3,2,0.003,0.0033650897783614035,0.0016435565402216762,0.028332592883364593,0.48841387554955207,2,2.3833349315387955,109,20260602
3,2,0.003,0.004307796195787125,0.0019406205847218507,0.02956739475084164,0.45049034274641636,2,2.017185734902373,110,20260602
3,2,0.003,0.0036020141423711823,0.0013446515476166195,0.02240459249791587,0.37330546035320233,2,2.1936350045645883,111,20260602
3,2,0.003,0.004527000764974744,0.0008237524954280138,0.01224310176256506,0.1819642934017948,2,2.81378430562184,112,20260602
3,2,0.003,0.004532447855067239,0.0005152297371955675,0.007653049331885908,0.11367582235271498,2,1.9667073859171598,113,20260602
3,2,0.003,0.004895006273803753,0.0016021241039191167,0.022899158757893008,0.3272976609842335,2,2.05370420229623,114,20260602
3,2,0.003,0.002911146557292777,0.0010761822640534015,0.019945907261832464,0.3696764291572452,2,1.9738720903145535,115,20260602
3,2,0.003,0.00340923374784702,0.0005477333268516684,0.009380819442847632,0.16066171091893297,2,2.201640328018919,116,20260602
3,2,0.003,0.005665959440211612,0.00011567422275713399,0.0015367381022419766,0.020415646101556596,2,2.187884158281058,117,20260602
3,2,0.003,0.0027147615674621055,0.0012791561509175276,0.024550351660256584,0.47118545004058926,2,2.027506555623689,118,20260602
3,2,0.003,0.0030457912198772275,0.0002986841668978614,0.005412054187641239,0.09806455706767091,2,1.952338629867061,119,20260602
3,2,0.003,0.004583110556840371,0.0004515764012300306,0.006670387613885598,0.09853054942260668,2,2.6827762689273453,120,20260602
3,2,0.003,0.004986795278718386,0.0007023544080407529,0.009945933304720506,0.14084283969669176,2,2.424354234640708,121,20260602
3,2,0.003,0.0036100441610990948,0.0007017780385012784,0.011680018104434467,0.1943959705710688,2,2.075821924941973,122,20260602
3,2,0.003,0.002531746709965075,0.00035071965894198473,0.006970276127212171,0.13852873099885368,2,2.0617064021140794,123,20260602
3,2,0.003,0.005174273680184978,0.00047499154309282366,0.006603302294468001,0.09179868952657388,2,2.044912173844227,124,20260602
3,2,0.003,0.0040728266169976005,0.0010834484351690068,0.016976974077750118,0.26601879653980987,2,2.116873191900088,125,20260602
3,2,0.003,0.0054958332236668935,0.0003428671629907398,0.004624972144067067,0.062386748112049556,2,2.053133492987009,126,20260602
3,2,0.003,0.0034221529706487323,0.0004670896373967797,0.007984551437907942,0.1364899936978078,2,2.084222705872284,127,20260602
3,2,0.003,0.002371295813679922,0.00023416761630112715,0.004808769581539792,0.09875090865940152,2,2.577773251110464,128,20260602
3,2,0.003,0.0034095152782790757,0.00014830366956690118,0.002539835427302622,0.043496995162830364,2,2.1266511020750585,129,20260602
3,2,0.003,0.002242856751232157,0.0007320451532789881,0.015457423339956278,0.3263896157776572,2,2.0821509396429567,130,20260602
3,2,0.003,0.0032213948954071606,0.0008833808488683426,0.015564171109710201,0.2742230858215505,2,2.234939620440497,131,20260602
3,2,0.003,0.004117512125516599,0.0006753189038181924,0.01052425744929438,0.16401139407293533,2,2.2567019675734974,132,20260602
3,2,0.003,0.003917642507669737,0.0003736730706188959,0.005970069667986609,0.09538212582882183,2,2.131661055683873,133,20260602
3,2,0.003,0.0036384035045440265,0.00042083424374217307,0.006976789838390176,0.11566453341873445,2,2.088271372967986,134,20260602
3,2,0.003,0.004227496471689319,0.0003120406554549593,0.004799207797878361,0.07381216224416315,2,2.2222112736754953,135,20260602
3,2,0.003,0.00456319206970651,0.0006726915202141357,0.009958216834671194,0.1474168761555989,2,2.556477799314259,136,20260602
3,2,0.003,0.002548705677888216,0.0006531685347229468,0.01293794831730492,0.2562746025912821,2,2.160500830858249,137,20260602
3,2,0.003,0.002147782418058131,0.0007150650410603837,0.015429448557336155,0.3329317881775443,2,2.7921485721320765,138,20260602
3,2,0.003,0.0022845532822499235,0.00036309637440208543,0.007596635114778808,0.15893539328813244,2,2.043909659629719,139,20260602
3,2,0.003,0.004853824875422188,0.000740647910538901,0.01063089308440249,0.15259057126045963,2,2.0522192019757255,140,20260602
3,2,0.003,0.004688668614563875,0.0006695896327828011,0.009778763695270792,0.14281018511372962,2,2.049248497463574,141,20260602
3,2,0.003,0.004542254043089359,0.00040298232730708424,0.005979299266637502,0.08871857969286999,2,2.0566898431462386,142,20260602
3,2,0.003,0.004131320292489073,0.0009672778133761603,0.01504897058418769,0.23413285460696792,2,2.0436154798024035,143,20260602
3,2,0.003,0.004271729258350045,0.0012286427292590536,0.01879852417748764,0.2876218634075177,2,2.2777571289118073,144,20260602
3,2,0.003,0.0035102045631691813,0.0007860714649870074,0.013267705349559164,0.22393893314220534,2,2.088742577734618,145,20260602
3,2,0.003,0.002083298117344917,0.0007487166789543867,0.016403699211728275,0.35939008091103025,2,2.0590364092599147,146,20260602
3,2,0.003,0.004834111456764873,0.00041088736369974954,0.005909686673942095,0.0849974948601469,2,2.234202007567932,147,20260602
3,2,0.003,0.004207880971560626,0.0009586735511630633,0.01477879491831479,0.22782810579537585,2,2.1942659305796473,148,20260602
3,2,0.003,0.003700468787132554,0.0006432192982013975,0.010573790299654903,0.17382103057807977,2,2.0415853875545293,149,20260602
3,2,0.003,0.004511323695815243,0.0010421958819959356,0.015516628344206087,0.2310177571524492,2,2.157361682611869,150,20260602
3,2,0.003,0.0018991599182362744,0.0006317625001372136,0.014496830988988416,0.33265366126930657,2,2.1272411560465723,151,20260602
3,2,0.003,0.001051989429296583,0.0004267570533948804,0.01315754972140824,0.40566667450283533,2,2.0491992666706835,152,20260602
3,2,0.003,0.004031192520989481,0.0010238343926603662,0.016125490898901553,0.2539780442957013,2,2.068546386808554,153,20260602
3,2,0.003,0.004365937274500592,0.0010205707177741556,0.01544558484469003,0.23375753099679977,2,2.0393646762908877,154,20260602
3,2,0.003,0.005044659834892515,0.0002229261000580267,0.0031386650760217376,0.04419051181927245,2,2.1220723075753267,155,20260602
3,2,0.003,0.0039365300140808135,0.00017740538804032673,0.0028275482350060537,0.04506643856537474,2,2.084311919690737,156,20260602
